Row Labels,Average of AVG_DEPTH,Average of Percent_Cvr
Diploria labyrinthiformis,8.381999732,1.5
Erythropodium caribaeorum,8.381999732,3
Gorgonians,8.381999732,2.5
MacroOtherFleshy,8.381999732,1
Montastraea cavernosa,8.381999732,2
Orbicella faveolata,8.381999732,5
Palythoa spp,8.381999732,1
Peysonnellia,8.381999732,1
Porifera spp,8.381999732,12
Porites astreoides,8.381999732,1
Rhodophyta cru. spp,8.381999732,4
Siderastrea siderea,8.381999732,8
Solenastrea bournoni,8.381999732,1
Stephanocoenia intersepta,8.381999732,2.5
Turf Algae Free of Sediment,8.381999732,14.5
1419,7.453085476,4.976190476
Bare Substrate,7.467599761,23.5
Cliona spp,7.315199766,1
Colpophyllia natans,7.467599761,2.5
Dichocoenia stokesii,7.315199766,1
Erythropodium caribaeorum,7.467599761,3.5
Eusmilia fastigiata,7.315199766,1
Gorgonians,7.467599761,2.5
Halimeda spp,7.619999756,1
MacroOtherFleshy,7.619999756,2
Millepora spp,7.315199766,1
Montastraea cavernosa,7.467599761,3.5
Orbicella faveolata,7.467599761,1
Other species,7.619999756,1
Palythoa spp,7.467599761,9
Peysonnellia,7.467599761,2
Porifera spp,7.467599761,15.5
Porites astreoides,7.467599761,1
Pseudodiploria strigosa,7.315199766,1
Rhodophyta cru. spp,7.467599761,1.5
Siderastrea siderea,7.467599761,8.5
Turf Algae Free of Sediment,7.467599761,21.5
1420,2.133599932,10.75
Bare Substrate,2.133599932,9
Dictyota spp,2.133599932,9
Halimeda spp,2.133599932,13
Orbicella annularis,2.133599932,1
Peysonnellia,2.133599932,26
Porifera spp,2.133599932,1
Rhodophyta cru. spp,2.133599932,24
Siderastrea radians,2.133599932,2
Siderastrea siderea,2.133599932,2
Turf Algae Free of Sediment,2.133599932,20.5
1421,1.981199937,11.38888889
Bare Substrate,1.981199937,4.5
Dictyota spp,1.981199937,21.5
Gorgonians,1.981199937,1
Halimeda spp,1.981199937,13
Peysonnellia,1.981199937,43.5
Rhodophyta cru. spp,1.981199937,9.5
Siderastrea radians,1.981199937,1
Siderastrea siderea,1.981199937,3
Turf Algae Free of Sediment,1.981199937,5.5
1422,4.927599842,9.595238095
Bare Substrate,4.419599859,6.75
Dichocoenia stokesii,6.55319979,2
Dictyota spp,4.419599859,15.5
Gorgonians,6.55319979,9
Halimeda spp,2.285999927,20
MacroOtherFleshy,2.285999927,3.5
Meandrina meandrites,6.55319979,1
Millepora spp,4.419599859,1.5
Peysonnellia,2.285999927,20.5
Porifera spp,6.55319979,3
Porites astreoides,6.55319979,2
Porites porites,6.55319979,1
Rhodophyta cru. spp,4.419599859,2
Siderastrea radians,6.55319979,2
Siderastrea siderea,6.55319979,7
Turf Algae Free of Sediment,2.285999927,43
Turf Algae with Sediment,6.55319979,36
1423,3.657599883,9.272727273
Bare Substrate,3.657599883,3
Cyanophyta spp,3.657599883,1
Gorgonians,3.657599883,3.5
Halimeda spp,3.657599883,3
Palythoa spp,3.657599883,10.5
Peysonnellia,3.657599883,8.5
Porifera spp,3.657599883,3
Porites astreoides,3.657599883,6
Rhodophyta cru. spp,3.657599883,13
Siderastrea siderea,3.657599883,1
Turf Algae Free of Sediment,3.657599883,49.5
1424,8.364415116,7.865384615
Bare Substrate,9.220199704,4
Dictyota spp,9.220199704,19
Erythropodium caribaeorum,3.962399873,1
Eusmilia fastigiata,14.32559954,1
Gorgonians,9.143999707,6.75
Halimeda spp,3.962399873,4.5
MacroOtherFleshy,14.32559954,1
Millepora spp,9.220199704,1.5
Montastraea cavernosa,4.114799868,1
Palythoa spp,3.962399873,10
Peysonnellia,3.962399873,7.5
Porifera spp,9.067799709,2
Porites astreoides,3.962399873,3
Pseudodiploria strigosa,4.114799868,1
Rhodophyta cru. spp,9.143999707,6.75
Siderastrea siderea,9.067799709,2
Solenastrea bournoni,14.32559954,3
Turf Algae Free of Sediment,3.962399873,55.5
Turf Algae with Sediment,14.32559954,32
1427,8.912086671,8.891304348
Agaricia agaricites,9.601199693,1
Bare Substrate,8.610599725,25.25
Cyanophyta spp,9.601199693,1
Dictyota spp,8.610599725,12.75
Encrusting gorgonian,7.619999756,1
Erythropodium caribaeorum,9.601199693,1
Gorgonians,8.610599725,5.75
Halimeda spp,8.610599725,7.5
Millepora spp,9.601199693,1.5
Other species,9.601199693,2
Palythoa spp,7.619999756,1
Peysonnellia,9.601199693,4.5
Porifera spp,8.610599725,6.25
Porites astreoides,9.601199693,4
Rhodophyta cru. spp,9.601199693,10
Siderastrea siderea,9.601199693,1.5
Turf Algae Free of Sediment,9.601199693,32
Turf Algae with Sediment,7.619999756,29
1428,10.60026633,6.055555556
Bare Substrate,10.59179966,14
Cyanophyta spp,10.59179966,1.5
Dictyota spp,10.59179966,12
Encrusting gorgonian,10.66799966,1
Erythropodium caribaeorum,10.59179966,4.5
Eusmilia fastigiata,10.66799966,1
Gorgonians,10.66799966,3
Halimeda spp,10.59179966,10.5
MacroOtherCalcareous,10.66799966,1
Millepora spp,10.66799966,3
Orbicella faveolata,10.51559966,7
Other species,10.51559966,1
Palythoa spp,10.51559966,1
Peysonnellia,10.59179966,4.5
Porifera spp,10.59179966,4
Rhodophyta cru. spp,10.59179966,12.5
Siderastrea siderea,10.59179966,2.5
Turf Algae Free of Sediment,10.59179966,25
1429,2.590799917,7.3
Bare Substrate,2.590799917,25.5
Colpophyllia natans,2.590799917,2
Cyanophyta spp,2.590799917,1
Dictyota spp,2.590799917,4
Halimeda spp,2.590799917,8
Millepora spp,2.590799917,2
Montastraea cavernosa,2.590799917,2
Orbicella annularis,2.590799917,9
Orbicella faveolata,2.590799917,17
Peysonnellia,2.590799917,1
Porites astreoides,2.590799917,4
Rhodophyta cru. spp,2.590799917,1
Siderastrea radians,2.590799917,1
Stephanocoenia intersepta,2.590799917,2
Turf Algae Free of Sediment,2.590799917,30
1430,2.705099914,7.535714286
Bare Substrate,2.666999915,6.5
Cyanophyta spp,2.743199912,1
Dictyota spp,2.743199912,1
Erythropodium caribaeorum,2.743199912,1
Halimeda spp,2.666999915,29.5
MacroOtherCalcareous,2.743199912,1
Millepora spp,2.743199912,1
Orbicella annularis,2.666999915,9
Orbicella faveolata,2.666999915,14.5
Other species,2.743199912,2
Peysonnellia,2.666999915,16
Porifera spp,2.743199912,4
Rhodophyta cru. spp,2.666999915,4.5
Turf Algae Free of Sediment,2.666999915,14.5
1431,7.724421975,7.611111111
Bare Substrate,7.734299753,26
Colpophyllia natans,7.848599749,1.5
Cyanophyta spp,7.543799759,1.5
Dichocoenia stokesii,7.315199766,1
Encrusting gorgonian,7.315199766,1
Erythropodium caribaeorum,7.772399751,2
Gorgonians,7.734299753,4
Halimeda spp,7.924799746,6
Millepora spp,7.734299753,1
Montastraea cavernosa,7.924799746,7
Other species,7.772399751,2
Palythoa spp,7.924799746,10
Porifera spp,7.734299753,15.75
Porites astreoides,7.772399751,2
Porites divaricata,7.772399751,1
Rhodophyta cru. spp,7.543799759,4.5
Siderastrea siderea,7.734299753,3.5
Stephanocoenia intersepta,7.734299753,3.25
Turf Algae Free of Sediment,7.543799759,23.5
Turf Algae with Sediment,7.924799746,34
1432,7.467599761,8.416666667
Bare Substrate,7.467599761,50.5
Cyanophyta spp,7.467599761,1
Erythropodium caribaeorum,7.467599761,2
Gorgonians,7.467599761,3
Millepora spp,7.467599761,1.5
Peysonnellia,7.467599761,1
Porifera spp,7.467599761,12.5
Porites divaricata,7.467599761,1
Rhodophyta cru. spp,7.467599761,4
Siderastrea siderea,7.467599761,3.5
Stephanocoenia intersepta,7.467599761,1
Turf Algae Free of Sediment,7.467599761,20
1433,5.43261159,6.205882353
Acropora cervicornis,5.486399824,4
Bare Substrate,5.486399824,18
Colpophyllia natans,5.486399824,3
Cyanophyta spp,5.333999829,2
Erythropodium caribaeorum,5.486399824,12
Gorgonians,5.486399824,6
Millepora spp,5.333999829,2
Orbicella faveolata,5.333999829,1
Other species,5.333999829,3
Palythoa spp,5.486399824,7.5
Peysonnellia,5.486399824,2.5
Porifera spp,5.486399824,15.5
Porites astreoides,5.333999829,2
Rhodophyta cru. spp,5.486399824,5
Siderastrea siderea,5.486399824,3.5
Stephanocoenia intersepta,5.333999829,1
Turf Algae Free of Sediment,5.486399824,17.5
1434,5.835649814,8.583333333
Bare Substrate,5.105399837,8.25
Colpophyllia natans,6.857999781,7.5
Cyanophyta spp,6.857999781,2
Dictyota spp,3.352799893,13
Erythropodium caribaeorum,6.857999781,8.5
Gorgonians,6.857999781,1.5
Magnoliophyta spp,3.352799893,3
Millepora spp,6.857999781,3
Montastraea cavernosa,6.857999781,14.5
Orbicella faveolata,6.857999781,4
Other species,3.352799893,35
Palythoa spp,6.857999781,4
Peysonnellia,6.857999781,1
Porifera spp,5.105399837,3.25
Porites astreoides,6.857999781,1.5
Pseudodiploria strigosa,6.857999781,1
Rhodophyta cru. spp,5.105399837,4.5
Siderastrea siderea,6.857999781,4.5
Stephanocoenia intersepta,6.857999781,4.5
Turf Algae Free of Sediment,6.857999781,20.5
Turf Algae with Sediment,3.352799893,45
1435,6.55319979,6.352941176
Bare Substrate,6.55319979,41.5
Cyanophyta spp,6.55319979,2
Dictyota spp,6.55319979,3
Erythropodium caribaeorum,6.55319979,1
Gorgonians,6.55319979,3.5
Halimeda spp,6.55319979,3.5
MacroOtherCalcareous,6.55319979,1
Millepora spp,6.55319979,2
Oculina diffusa,6.55319979,1
Orbicella faveolata,6.55319979,3
Other species,6.55319979,2
Peysonnellia,6.55319979,1
Porifera spp,6.55319979,10.5
Rhodophyta cru. spp,6.55319979,10.5
Siderastrea siderea,6.55319979,2
Stephanocoenia intersepta,6.55319979,1
Turf Algae Free of Sediment,6.55319979,19.5
1436,7.018019776,5.375
Agaricia agaricites,7.162799771,1
Bare Substrate,7.010399776,24
Dictyota spp,7.010399776,1
Erythropodium caribaeorum,7.162799771,2
Gorgonians,7.010399776,4
Halimeda spp,7.010399776,4
MacroOtherCalcareous,6.857999781,4
Meandrina meandrites,6.857999781,1
Millepora spp,7.162799771,1
Montastraea cavernosa,7.162799771,1
Oculina diffusa,7.162799771,2
Other species,7.010399776,1.5
Peysonnellia,7.010399776,3
Porifera spp,7.010399776,16
Porites astreoides,6.857999781,1
Porites divaricata,6.857999781,2
Porites furcata,7.010399776,1
Rhodophyta cru. spp,7.010399776,13
Siderastrea siderea,7.010399776,4
Turf Algae Free of Sediment,7.010399776,21
1437,3.809999878,7.846153846
Bare Substrate,3.809999878,4.5
Erythropodium caribaeorum,3.657599883,3
Gorgonians,3.809999878,2
Halimeda spp,3.809999878,5
Orbicella annularis,3.962399873,1
Orbicella faveolata,3.809999878,6
Palythoa spp,3.809999878,3
Peysonnellia,3.809999878,4
Porifera spp,3.809999878,2
Porites astreoides,3.809999878,3.5
Rhodophyta cru. spp,3.809999878,14
Siderastrea siderea,3.809999878,2.5
Turf Algae Free of Sediment,3.809999878,51.5
1438,6.534727064,9.090909091
Agaricia agaricites,4.724399849,4
Bare Substrate,7.213599769,11.66666667
Cyanophyta spp,4.724399849,2
Dichocoenia stokesii,12.19199961,1
Dictyota spp,7.213599769,13.66666667
Erythropodium caribaeorum,4.724399849,2
Gorgonians,7.213599769,2
Halimeda spp,4.724399849,7
Millepora spp,12.19199961,1
Montastraea cavernosa,4.724399849,1
Orbicella faveolata,4.724399849,1
Palythoa spp,4.724399849,1.5
Peysonnellia,4.724399849,4.5
Porifera spp,12.19199961,2
Porites astreoides,4.724399849,5
Porites porites,4.724399849,1
Pseudodiploria strigosa,4.724399849,2
Rhodophyta cru. spp,4.724399849,24
Siderastrea siderea,12.19199961,2
Turf Algae Free of Sediment,4.724399849,37.5
Turf Algae with Sediment,12.19199961,40
1442,2.133599932,16.66666667
Bare Substrate,2.133599932,8.5
Dictyota spp,2.133599932,1.5
Halimeda spp,2.133599932,7.5
Peysonnellia,2.133599932,8.5
Rhodophyta cru. spp,2.133599932,1.5
Turf Algae Free of Sediment,2.133599932,72.5
1443,10.36319967,6.3125
Agaricia agaricites,10.36319967,1
Bare Substrate,10.36319967,25
Dictyota spp,10.36319967,20.5
Erythropodium caribaeorum,10.36319967,6
Eusmilia fastigiata,10.36319967,1
Gorgonians,10.36319967,2.5
Halimeda spp,10.36319967,2
Lobophora spp,10.36319967,4.5
Millepora spp,10.36319967,1
Other species,10.36319967,1.5
Peysonnellia,10.36319967,2
Porifera spp,10.36319967,8.5
Porites astreoides,10.36319967,2
Rhodophyta cru. spp,10.36319967,11.5
Siderastrea siderea,10.36319967,2.5
Turf Algae Free of Sediment,10.36319967,9.5
1444,10.97279965,6.8
Bare Substrate,10.97279965,13
Cyanophyta spp,10.97279965,1
Dictyota spp,10.97279965,25.5
Encrusting gorgonian,10.97279965,3.5
Erythropodium caribaeorum,10.97279965,2.5
Gorgonians,10.97279965,1
Halimeda spp,10.97279965,3
Lobophora spp,10.97279965,7
Other species,10.97279965,1
Porifera spp,10.97279965,4
Porites astreoides,10.97279965,1
Porites furcata,10.97279965,1
Rhodophyta cru. spp,10.97279965,5.5
Siderastrea siderea,10.97279965,3
Turf Algae Free of Sediment,10.97279965,30
1445,5.93089981,8.333333333
Colpophyllia natans,6.095999805,3
Cyanophyta spp,5.94359981,2
Dictyota spp,6.095999805,16
Erythropodium caribaeorum,5.791199815,5
Gorgonians,6.095999805,2
Halimeda spp,5.94359981,9.5
Meandrina meandrites,5.791199815,2
Millepora spp,5.791199815,1
Orbicella annularis,5.791199815,1
Orbicella faveolata,5.94359981,2
Palythoa spp,5.94359981,7.5
Peysonnellia,5.94359981,2
Porifera spp,5.94359981,2.5
Rhodophyta cru. spp,5.94359981,14
Siderastrea siderea,5.791199815,3
Turf Algae Free of Sediment,5.94359981,44
1446,3.622039884,13.6
Agaricia agaricites,2.743199912,1
Bare Substrate,5.181599834,66
Cyanophyta spp,2.743199912,1
Halimeda spp,3.276599895,2.5
MacroOtherFleshy,5.181599834,2
Magnoliophyta spp,5.181599834,32
Millepora spp,3.809999878,4
Other species,3.809999878,1
Palythoa spp,3.276599895,14
Peysonnellia,3.276599895,2.5
Porifera spp,3.276599895,1.5
Porites astreoides,3.276599895,15
Pseudodiploria strigosa,2.743199912,1
Rhodophyta cru. spp,3.276599895,16
Turf Algae Free of Sediment,3.276599895,44.5
1448,2.743199912,20
Bare Substrate,2.743199912,13
Magnoliophyta spp,2.743199912,5
Other species,2.743199912,33
Siderastrea siderea,2.743199912,1
Turf Algae with Sediment,2.743199912,48
1449,5.011615225,7.769230769
Agaricia agaricites,5.333999829,1
Bare Substrate,4.952999842,6.5
Cyanophyta spp,5.333999829,1
Dictyota spp,4.952999842,1
Gorgonians,4.952999842,1.5
Halimeda spp,4.952999842,4.5
Palythoa spp,4.952999842,3
Peysonnellia,4.952999842,2.5
Porifera spp,4.952999842,5
Porites astreoides,4.952999842,5
Rhodophyta cru. spp,4.952999842,10.5
Siderastrea siderea,4.952999842,2
Turf Algae Free of Sediment,4.952999842,57.5
1450,3.936999874,8.666666667
Acropora cervicornis,4.267199863,1
Agaricia agaricites,3.657599883,1
Bare Substrate,3.962399873,7.5
Cyanophyta spp,4.267199863,1
Gorgonians,3.657599883,1
Halimeda spp,3.962399873,3
Millepora spp,3.657599883,1
Palythoa spp,3.962399873,2.5
Peysonnellia,3.657599883,2
Porifera spp,4.267199863,1
Rhodophyta cru. spp,3.962399873,10.5
Turf Algae Free of Sediment,3.962399873,72.5
1451,9.804399687,7.518518519
Bare Substrate,9.982199681,7.5
Dichocoenia stokesii,8.381999732,1
Dictyota spp,9.982199681,34.75
Erythropodium caribaeorum,8.381999732,2
Gorgonians,9.982199681,3.5
Halimeda spp,8.381999732,3
Meandrina meandrites,11.58239963,1
Millepora spp,8.381999732,1
Montastraea cavernosa,9.982199681,2.25
Orbicella faveolata,11.58239963,3
Other species,8.381999732,2
Palythoa spp,8.381999732,3
Porifera spp,9.982199681,2.75
Porites astreoides,9.982199681,2.5
Porites porites,11.58239963,1
Rhodophyta cru. spp,9.982199681,3.5
Siderastrea siderea,9.982199681,2.5
Turf Algae Free of Sediment,8.381999732,42.5
Turf Algae with Sediment,11.58239963,25
1452,10.36319967,10.05
Bare Substrate,10.36319967,6
Cyanophyta spp,10.36319967,1
Dictyota spp,10.36319967,43
Erythropodium caribaeorum,10.36319967,5
Gorgonians,10.36319967,2
Millepora spp,10.36319967,1
Palythoa spp,10.36319967,1.5
Porifera spp,10.36319967,5
Rhodophyta cru. spp,10.36319967,5
Turf Algae Free of Sediment,10.36319967,31
1453,7.74191975,8.34
Agaricia agaricites,5.181599834,2
Bare Substrate,7.848599747,20
Cliona spp,10.51559966,1
Cyanophyta spp,5.181599834,3
Dictyota spp,7.848599747,18
Gorgonians,7.848599747,5
Halimeda spp,7.848599747,2
MacroOtherFleshy,10.51559966,2
Millepora spp,10.51559966,2
Orbicella faveolata,5.181599834,2
Palythoa spp,5.181599834,5
Peysonnellia,5.181599834,3
Porifera spp,10.51559966,7
Porites astreoides,5.181599834,4.5
Rhodophyta cru. spp,7.848599747,3.25
Siderastrea siderea,7.848599747,2.5
Stephanocoenia intersepta,10.51559966,1
Turf Algae Free of Sediment,5.181599834,55.5
Turf Algae with Sediment,10.51559966,19
1454,4.648199851,8.076923077
Bare Substrate,4.419599859,3
Cyanophyta spp,4.876799844,2
Dictyota spp,4.648199851,3.5
Erythropodium caribaeorum,4.876799844,1
Gorgonians,4.648199851,5
Halimeda spp,4.876799844,2
Millepora spp,4.419599859,1
Palythoa spp,4.648199851,16
Peysonnellia,4.648199851,2.5
Porifera spp,4.648199851,7.5
Porites astreoides,4.419599859,1
Rhodophyta cru. spp,4.648199851,20
Turf Algae Free of Sediment,4.648199851,40.5
1456,17.52599944,9.090909091
Bare Substrate,17.52599944,18
Cyanophyta spp,17.52599944,1
Dictyota spp,17.52599944,10
Eusmilia fastigiata,17.52599944,1
Gorgonians,17.52599944,9
Halimeda spp,17.52599944,22
MacroOtherFleshy,17.52599944,8
Millepora spp,17.52599944,4
Porifera spp,17.52599944,10
Siderastrea radians,17.52599944,1
Turf Algae with Sediment,17.52599944,16
1458,2.895599907,17.16666667
Bare Substrate,2.895599907,37
Halimeda spp,2.743199912,2
MacroOtherCalcareous,3.047999902,1
MacroOtherFleshy,3.047999902,2
Rhodophyta cru. spp,2.743199912,1
Turf Algae Free of Sediment,2.895599907,60
1459,12.30782361,8.12
Bare Substrate,12.6491996,12.25
Cyanophyta spp,11.12519964,2
Dictyota spp,12.6491996,35.25
Encrusting gorgonian,12.6491996,3.25
Erythropodium caribaeorum,10.97279965,2.5
Gorgonians,12.6491996,4
Lobophora spp,10.82039965,1
Millepora spp,10.97279965,1
Montastraea cavernosa,14.32559954,1
Other species,10.97279965,3.5
Porifera spp,12.6491996,8.75
Porites astreoides,10.82039965,1
Porites porites,11.12519964,1
Rhodophyta cru. spp,12.6491996,8.25
Siderastrea siderea,12.5729996,1
Stephanocoenia intersepta,14.32559954,1
Turf Algae Free of Sediment,10.97279965,26.5
Turf Algae with Sediment,14.32559954,17
1460,10.79798789,6.176470588
Bare Substrate,10.74419966,19
Cyanophyta spp,10.97279965,3
Dictyota spp,10.74419966,33.5
Encrusting gorgonian,10.97279965,1
Erythropodium caribaeorum,10.74419966,2.5
Gorgonians,10.74419966,2.5
Halimeda spp,10.97279965,1
Lobophora spp,10.74419966,1
MacroOtherCalcareous,10.97279965,1
Millepora spp,10.97279965,1
Other species,10.51559966,1
Palythoa spp,10.51559966,1
Peysonnellia,10.97279965,1
Porifera spp,10.74419966,7.5
Rhodophyta cru. spp,10.74419966,7.5
Siderastrea siderea,10.74419966,3
Turf Algae Free of Sediment,10.74419966,18.5
1466,16.30679948,9.090909091
Bare Substrate,16.30679948,3
Dictyota spp,16.30679948,11
Encrusting gorgonian,16.30679948,1
Gorgonians,16.30679948,7
Millepora spp,16.30679948,2
Orbicella faveolata,16.30679948,1
Porifera spp,16.30679948,5
Rhodophyta cru. spp,16.30679948,4
Siderastrea siderea,16.30679948,1
Solenastrea bournoni,16.30679948,1
Turf Algae with Sediment,16.30679948,64
1467,17.98319942,8.333333333
Bare Substrate,17.98319942,10
Dictyota spp,17.98319942,19
Encrusting gorgonian,17.98319942,1
Gorgonians,17.98319942,12
Halimeda spp,17.98319942,2
Millepora spp,17.98319942,3
Montastraea cavernosa,17.98319942,1
Porifera spp,17.98319942,3
Porites astreoides,17.98319942,1
Rhodophyta cru. spp,17.98319942,3
